tipo_poder_id	tipo_poder_nombre	categoria	entidad_id	entidad_nombre	cantidad
-1	Poder Ejecutivo	ECONOMÍA Y FINANZAS	154	EMPRESA PERUANA DE SERVICIOS EDITORIALES S.A. (EDITORA PERÚ)	354
5	Gobiernos locales		10053	MUNICIPALIDAD DISTRITAL DE BREÑA (MD-BREÑA)	349
5	Gobiernos locales		11090	MUNICIPALIDAD DISTRITAL DE EL TAMBO (MDT)	343
-1	Poder Ejecutivo	JUSTICIA	183	SUPERINTENDENCIA NACIONAL DE LOS REGISTROS PÚBLICOS (SUNARP)	341
-1	Poder Ejecutivo	ENERGÍA Y MINAS	95	INSTITUTO PERUANO DE ENERGÍA NUCLEAR (IPEN)	340
7	Gobiernos regionales		10166	GOBIERNO REGIONAL SAN MARTÍN (GORESAM)	329
5	Gobiernos locales		980	MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA (MPH)	328
-1	Poder Ejecutivo	ECONOMÍA Y FINANZAS	80	SUPERINTENDENCIA DEL MERCADO DE VALORES (SMV)	326
5	Gobiernos locales		10398	MUNICIPALIDAD DISTRITAL DE TALAVERA (MDTALAVERA)	322
4	Organismos autónomos		2022	JURADO NACIONAL DE ELECCIONES (JNE)	322
-1	Poder Ejecutivo	TRANSPORTES Y COMUNICACIONES	13023	AUTORIDAD PORTUARIA NACIONAL (APN)	321
-1	Poder Ejecutivo	VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO	14301	ORGANISMO TÉCNICO DE LA ADMINISTRACIÓN DE LOS SERVICIOS DE SANEAMIENTO (OTASS)	321
-1	Poder Ejecutivo	PRESIDENCIA DEL CONSEJO DE MINISTROS	10031	DESPACHO PRESIDENCIAL (DP)	319
-1	Poder Ejecutivo	VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO	191	PROGRAMA NACIONAL DE SANEAMIENTO URBANO (PNSU)	316
-1	Poder Ejecutivo	EDUCACIÓN	10038	INSTITUTO PERUANO DEL DEPORTE (IPD)	315
-1	Poder Ejecutivo	PRESIDENCIA DEL CONSEJO DE MINISTROS	10024	ORGANISMO SUPERVISOR DE LA INVERSION EN INFRAESTRUCTURA DE TRANSPORTE DE USO PÚBLICO (OSITRAN)	313
7	Gobiernos regionales		10012	GOBIERNO REGIONAL DE LIMA (GRL)	312
-1	Poder Ejecutivo	OTROS	14271	RED DE SALUD SANTIAGO DE CHUCO (RSCH)	310
5	Gobiernos locales		10087	MUNICIPALIDAD DISTRITAL DE SAN LUIS - LIMA (MDSL)	307
5	Gobiernos locales		12195	MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA (MPM)	307
7	Gobiernos regionales		13844	DIRECCIÓN REGIONAL DE TRANSPORTES Y COMUNICACIONES  - JUNIN (DRTC-JUNIN)	307
-1	Poder Ejecutivo	ENERGÍA Y MINAS	13100	EMPRESA REGIONAL DE SERVICIO PÚBLICO DE ELECTRICIDAD DEL SUR ESTE S.A.A. (ELSE)	304
-1	Poder Ejecutivo	TRANSPORTES Y COMUNICACIONES	10033	EMPRESA NACIONAL DE PUERTOS S.A. (ENAPU S.A.)	299
-1	Poder Ejecutivo	VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO	13944	PROGRAMA NACIONAL DE SANEAMIENTO RURAL (PNSR)	295
5	Gobiernos locales		12108	MUNICIPALIDAD PROVINCIAL DE VIRÚ (MP-VIRÚ)	292
5	Gobiernos locales		115	PATRONATO DEL PARQUE DE LAS LEYENDAS - FELIPE BENAVIDES BARREDA (PATPAL - FBB)	290
7	Gobiernos regionales		13473	PROYECTO ESPECIAL OLMOS TINAJONES (PEOT)	290
-1	Poder Ejecutivo	ENERGÍA Y MINAS	13035	EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. (ELECTROPERU)	284
5	Gobiernos locales		11574	MUNICIPALIDAD PROVINCIAL DE MORROPÓN CHULUCANAS (MP-MORROPONCH)	282
-1	Poder Ejecutivo	AMBIENTE	188	INSTITUTO GEOFÍSICO DEL PERÚ (IGP)	277
7	Gobiernos regionales		14021	PROYECTO ESPECIAL HUALLAGA CENTRAL Y BAJO MAYO (PEHCBM)	276
4	Organismos autónomos		10410	UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA (UNAS)	270
5	Gobiernos locales		11872	MUNICIPALIDAD PROVINCIAL DE HUANTA (MPH)	265
5	Gobiernos locales		11222	MUNICIPALIDAD PROVINCIAL DE LA MAR - SAN MIGUEL (MPLM-SM)	255
5	Gobiernos locales		12101	MUNICIPALIDAD PROVINCIAL DE OTUZCO - LA LIBERTAD - PERÚ (MPO)	254
-1	Poder Ejecutivo	DEFENSA	13089	SERVICIOS INDUSTRIALES DE LA MARINA IQUITOS S.R.LTDA. (SIMA-IQUITOS S.R.L.)	254
-1	Poder Ejecutivo	ECONOMÍA Y FINANZAS	12998	BANCO AGROPECUARIO (AGROBANCO)	252
-1	Poder Ejecutivo	ECONOMÍA Y FINANZAS	11126	AGENCIA DE PROMOCIÓN DE LA INVERSIÓN PRIVADA (PROINVERSION)	243
5	Gobiernos locales		10277	MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - HUARAZ (MDI)	241
4	Organismos autónomos		17575	PROYECTO ESPECIAL LEGADO JUEGOS PANAMERICANOS Y PARAPANAMERICANOS (PEJP)	237
-1	Poder Ejecutivo	PRODUCCIÓN	14303	ORGANISMO NACIONAL DE SANIDAD PESQUERA (SANIPES)	234
5	Gobiernos locales		10939	MUNICIPALIDAD DISTRITAL DE CARMEN DE LA LEGUA REYNOSO (MDCLR)	231
5	Gobiernos locales		10941	MUNICIPALIDAD DISTRITAL DE LA PUNTA (MDLP)	223
5	Gobiernos locales		11279	MUNICIPALIDAD DISTRITAL DE PANGOA (MDPANGOA)	221
-1	Poder Ejecutivo	INTERIOR	13933	SUPERINTENDENCIA NACIONAL DE CONTROL DE SERVICIOS DE SEGURIDAD, ARMAS, MUNICIONES Y EXPLOSIVOS DE US (SUCAMEC)	220
5	Gobiernos locales		10571	MUNICIPALIDAD DISTRITAL DE COCACHACRA (MDC)	214
4	Organismos autónomos		24	TRIBUNAL CONSTITUCIONAL (TC)	211
-1	Poder Ejecutivo	TRABAJO Y PROMOCIÓN DEL EMPLEO	13106	PROGRAMA PARA LA GENERACIÓN DE EMPLEO SOCIAL INCLUSIVO  - TRABAJA PERÚ (TRABAJA PERÚ)	210
5	Gobiernos locales		10505	MUNICIPALIDAD DISTRITAL DE YURA (MDY)	209
7	Gobiernos regionales		10153	GOBIERNO REGIONAL DE MADRE DE DIOS (GOREMAD)	208
-1	Poder Ejecutivo	AMBIENTE	10015	INSTITUTO DE INVESTIGACIONES DE LA AMAZONÍA PERUANA (IIAP)	208
4	Organismos autónomos		16385	UNIVERSIDAD NACIONAL DE JULIACA (UNAJ)	207
-1	Poder Ejecutivo	ECONOMÍA Y FINANZAS	11791	CORPORACIÓN FINANCIERA DE DESARROLLO S.A. (COFIDE)	207
7	Gobiernos regionales		11796	GOBIERNO REGIONAL DE AMAZONAS (GR-AMAZONAS)	206
7	Gobiernos regionales		10163	GOBIERNO REGIONAL DE PUNO (GR-PUNO)	200
-1	Poder Ejecutivo	VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO	10029	FONDO MIVIVIENDA S. A. (FMV S.A.)	200
4	Organismos autónomos		13879	EMPRESA NACIONAL DE LA COCA S.A (ENACO S.A)	197
4	Organismos autónomos		14270	UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS (UNTRM)	196
5	Gobiernos locales		13691	EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE HUANUCO SOCIEDAD ANÓNIMA (SEDA HUANUCO S.A.)	195
7	Gobiernos regionales		14234	GERENCIA REGIONAL DE ENERGÍA Y MINAS MOQUEGUA (GREMM)	195
7	Gobiernos regionales		10154	GOBIERNO REGIONAL MOQUEGUA (GRM)	195
-1	Poder Ejecutivo	AMBIENTE	14284	SERVICIO NACIONAL DE CERTIFICACIÓN AMBIENTAL PARA LAS INVERSIONES SOSTENIBLES (SENACE)	194
5	Gobiernos locales		11779	MUNICIPALIDAD DISTRITAL DE YARINACOCHA (MDY)	190
-1	Poder Ejecutivo	ECONOMÍA Y FINANZAS	16392	CENTRAL DE COMPRAS PÚBLICAS - PERÚ COMPRAS (PERÚ COMPRAS)	190
5	Gobiernos locales		11171	MUNICIPALIDAD PROVINCIAL DE CARHUAZ (MPC)	186
5	Gobiernos locales		10938	MUNICIPALIDAD DISTRITAL DE BELLAVISTA - CALLAO (MUDIBE)	184
-1	Poder Ejecutivo	PRESIDENCIA DEL CONSEJO DE MINISTROS	13658	ORGANISMO DE SUPERVISIÓN DE LOS RECURSOS FORESTALES Y DE FAUNA SILVESTRE (OSINFOR)	183
4	Organismos autónomos		10021	JUNTA NACIONAL DE JUSTICIA (JNJ)	181
5	Gobiernos locales		11883	MUNICIPALIDAD PROVINCIAL DE CELENDÍN (MP-CELENDIN)	178
-1	Poder Ejecutivo	TRANSPORTES Y COMUNICACIONES	18814	PROGRAMA NACIONAL DE TELECOMUNICACIONES (PRONATEL)	178
5	Gobiernos locales		11811	MUNICIPALIDAD PROVINCIAL DE ESPINAR (MP-ESPINAR)	176
5	Gobiernos locales		12173	MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA (MP-HUANCABAMBA)	176
7	Gobiernos regionales		10147	GOBIERNO REGIONAL DE ICA (GORE-ICA)	171
-1	Poder Ejecutivo	MUJER Y POBLACIONES VULNERABLES	13649	CONSEJO NACIONAL PARA LA INTEGRACIÓN DE LA PERSONA CON DISCAPACIDAD (CONADIS)	169
5	Gobiernos locales		12085	MUNICIPALIDAD PROVINCIAL DE CONCEPCIÓN (MPC)	167
5	Gobiernos locales		12179	MUNICIPALIDAD PROVINCIAL DE SECHURA (MP - SECHURA)	167
-1	Poder Ejecutivo	CULTURA	181	ARCHIVO GENERAL DE LA NACIÓN (AGN)	156
5	Gobiernos locales		13870	EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE CORONEL PORTILLO (EMAPACOPSA)	154
5	Gobiernos locales		11016	MUNICIPALIDAD DISTRITAL DE ECHARATI (MDE)	154
-1	Poder Ejecutivo	PRODUCCIÓN	14310	INSTITUTO NACIONAL DE CALIDAD (INACAL)	154
-1	Poder Ejecutivo	CULTURA	14076	UNIDAD EJECUTORA 005 PROYECTO ESPECIAL NAYLAMP - LAMBAYEQUE (U.E. 005)	153
7	Gobiernos regionales		14177	DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES PIURA (DRTYC - PIURA)	151
5	Gobiernos locales		10059	MUNICIPALIDAD DISTRITAL DE EL AGUSTINO (MDEA)	146
5	Gobiernos locales		13122	EMPRESA MUNICIPAL DE MERCADOS - EMMSA (EMMSA)	143
5	Gobiernos locales		13679	SERVICIO DE ADMINISTRACIÓN TRIBUTARIA DE TRUJILLO (SATT)	142
-1	Poder Ejecutivo	AGRICULTURA	13090	PROGRAMA SUBSECTORIAL DE IRRIGACIONES (PSI)	142
-1	Poder Ejecutivo	PRESIDENCIA DEL CONSEJO DE MINISTROS	186	CONSEJO NACIONAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN TECNOLÓGICA (CONCYTEC)	141
-1	Poder Ejecutivo	EDUCACIÓN	14243	SISTEMA NACIONAL DE EVALUACIÓN, ACREDITACIÓN Y CERTIFICACIÓN DE LA CALIDAD EDUCATIVA (SINEACE)	135
-1	Poder Ejecutivo	SALUD	13045	PROGRAMA NACIONAL DE INVERSIONES EN SALUD - PRONIS (PRONIS)	134
-1	Poder Ejecutivo	DEFENSA	13304	CAJA DE PENSIONES MILITAR POLICIAL (CPMP)	132
4	Organismos autónomos		14218	UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA (UNISCJSA)	127
5	Gobiernos locales		11212	MUNICIPALIDAD PROVINCIAL DE HUARMEY (MPH)	126
5	Gobiernos locales		11750	MUNICIPALIDAD DISTRITAL DE ITE (MDI.)	125
4	Organismos autónomos		14254	UNIVERSIDAD NACIONAL DE FRONTERA (UNF)	125
4	Organismos autónomos		123	UNIDAD EJECUTORA 002 INICTEL UNI (INICTEL-UNI)	121
-1	Poder Ejecutivo	ECONOMÍA Y FINANZAS	12673	FONDO NACIONAL DE FINANCIAMIENTO DE LA ACTIVIDAD EMPRESARIAL DEL ESTADO (FONAFE)	120
5	Gobiernos locales		11059	MUNICIPALIDAD DISTRITAL DE LA TINGUIÑA (MDLT)	119
7	Gobiernos regionales		16361	UNIDAD EJECUTORA DE SALUD GRAN CHIMU (UES N° 414 GCH)	119
4	Organismos autónomos		14196	UNIVERSIDAD NACIONAL DE BARRANCA (UNAB)	117
-1	Poder Ejecutivo	PRODUCCIÓN	102	FONDO NACIONAL DE DESARROLLO PESQUERO (FONDEPES)	116
2	Poder Judicial		10043	ACADEMIA DE LA MAGISTRATURA (AMAG)	116
-1	Poder Ejecutivo	RELACIONES EXTERIORES	10004	AGENCIA PERUANA DE COOPERACIÓN INTERNACIONAL (APCI)	113
-1	Poder Ejecutivo	EDUCACIÓN	13099	CENTRO VACACIONAL HUAMPANI (CVH)	112
5	Gobiernos locales		11553	MUNICIPALIDAD DISTRITAL DE LA UNION (MDLU)	111
5	Gobiernos locales		12041	MUNICIPALIDAD PROVINCIAL DE LEONCIO PRADO (MPLP)	109
-1	Poder Ejecutivo	EDUCACIÓN	18712	ESCUELA NACIONAL SUPERIOR DE FOLKLORE JOSÉ MARÍA ARGUEDAS (ENSFJMA)	109
7	Gobiernos regionales		12785	PROYECTO ESPECIAL CHIRA - PIURA (PECHP - PIURA)	108
-1	Poder Ejecutivo	AGRICULTURA	13962	PROYECTO ESPECIAL BINACIONAL PUYANGO TUMBES (PEBPT)	108
5	Gobiernos locales		10071	MUNICIPALIDAD DISTRITAL DE PUCUSANA (MDP)	107
-1	Poder Ejecutivo	AGRICULTURA	13970	PROGRAMA DE COMPENSACIONES PARA LA COMPETITIVIDAD (AGROIDEAS)	107
5	Gobiernos locales		13241	FONDO METROPOLITANO DE INVERSIONES (INVERMET)	106
7	Gobiernos regionales		14012	DIRECCIÓN REGIONAL DE EDUCACIÓN CAJAMARCA (DRE - CAJAMARCA)	105
-1	Poder Ejecutivo	TRABAJO Y PROMOCIÓN DEL EMPLEO	13216	PROGRAMA NACIONAL PARA LA EMPLEABILIDAD (EMPLEABILIDAD)	105
7	Gobiernos regionales		12812	GERENCIA SUB REGIONAL LUCIANO CASTILLO COLONNA (GSRLCC - GRPIURA)	102
-1	Poder Ejecutivo	COMERCIO EXTERIOR Y TURISMO	98	CENTRO DE FORMACIÓN EN TURISMO (CENFOTUR)	102
5	Gobiernos locales		11338	MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO (MDPN)	100
5	Gobiernos locales		11105	MUNICIPALIDAD DISTRITAL DE SAPALLANGA (MDS)	99
-1	Poder Ejecutivo	ENERGÍA Y MINAS	13030	EMPRESA DE GENERACIÓN ELÉCTRICA MACHUPICCHU S.A. (EGEMSA)	99
5	Gobiernos locales		10055	MUNICIPALIDAD DISTRITAL DE CHACLACAYO (MDCH)	96
-1	Poder Ejecutivo	EDUCACIÓN	14092	UNIDAD DE GESTIÓN EDUCATIVA LOCAL N° 02 (UGEL 02)	95
-1	Poder Ejecutivo	DEFENSA	14110	CENTRO NACIONAL DE ESTIMACIÓN, PREVENCIÓN Y REDUCCIÓN DEL RIESGO DE DESASTRES (CENEPRED)	91
7	Gobiernos regionales		13662	COLEGIO MILITAR PEDRO RUIZ GALLO (CMPRG)	90
7	Gobiernos regionales		14111	PROYECTO ESPECIAL MADRE DE DIOS (PEMD)	90
-1	Poder Ejecutivo	DEFENSA	13019	COMANDO CONJUNTO DE LAS FUERZAS ARMADAS (CCFFAA)	87
5	Gobiernos locales		11601	MUNICIPALIDAD DISTRITAL LA BREA (MDLB)	86
-1	Poder Ejecutivo	SALUD	14192	CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATÉGICOS EN SALUD (CENARES)	86
-1	Poder Ejecutivo	ENERGÍA Y MINAS	13807	ACTIVOS MINEROS S.A.C (AMSAC)	85
7	Gobiernos regionales		14130	GERENCIA SUB REGIONAL DE ALTO AMAZONAS (GSRAA)	82
5	Gobiernos locales		11078	MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO - CHINCHA (MDPN)	80
-1	Poder Ejecutivo	AGRICULTURA	16387	PROYECTO ESPECIAL DE DESARROLLO DEL VALLE DE LOS RÍO APURIMAC ENE Y MANTARO - PROVRAEM (PROVRAEM)	80
-1	Poder Ejecutivo	AMBIENTE	16393	INSTITUTO NACIONAL DE INVESTIGACIÓN EN GLACIARES Y ECOSISTEMAS DE MONTAÑA (INAIGEM)	80
-1	Poder Ejecutivo	DEFENSA	85	COMISIÓN NACIONAL DE INVESTIGACIÓN Y DESARROLLO AEROESPACIAL (CONIDA)	80
-1	Poder Ejecutivo	ENERGÍA Y MINAS	13028	EMPRESA DE GENERACIÓN ELÉCTRICA SAN GABÁN S.A. (SAN GABAN S.A.)	80
-1	Poder Ejecutivo	AGRICULTURA	13217	SIERRA Y SELVA  EXPORTADORA (SSE)	79
5	Gobiernos locales		10669	MUNICIPALIDAD DISTRITAL DE SAYÁN (MDS)	77
5	Gobiernos locales		13805	SERVICIO DE ADMINISTRACIÓN TRIBUTARIA DE HUANCAYO (SATH)	77
-1	Poder Ejecutivo	INTERIOR	14319	FONDO DE ASEGURAMIENTO EN SALUD DE LA POLICÍA NACIONAL DEL PERÚ (SALUDPOL)	77
-1	Poder Ejecutivo	ENERGÍA Y MINAS	13414	DIRECCIÓN GENERAL DE ELECTRIFICACIÓN RURAL (DGER)	76
5	Gobiernos locales		11412	MUNICIPALIDAD DISTRITAL DE REQUE (MDR)	72
7	Gobiernos regionales		13832	DIRECCIÓN REGIONAL DE TRABAJO Y PROMOCIÓN DEL EMPLEO DE PIURA (DRTPE-PIURA)	72
-1	Poder Ejecutivo	PRESIDENCIA DEL CONSEJO DE MINISTROS	14258	FONDO NACIONAL DE DESARROLLO CIENTÍFICO, TECNOLOGÍCO Y DE  INNOVACIÓN TECNOLÓGICA (FONDECYT)	71
-1	Poder Ejecutivo	SALUD	16370	FONDO INTANGIBLE SOLIDARIO DE SALUD (FISSAL)	71
-1	Poder Ejecutivo	COMERCIO EXTERIOR Y TURISMO	14160	PLAN COPESCO NACIONAL (PCN)	70
5	Gobiernos locales		11861	MUNICIPALIDAD PROVINCIAL DE CARAVELÍ (MPC)	67
5	Gobiernos locales		12107	MUNICIPALIDAD PROVINCIAL GRAN CHIMU (MP-GRAN CHIMU)	67
7	Gobiernos regionales		14180	COMITÉ DE ADMINISTRACIÓN DEL FONDO EDUCATIVO DEL CALLAO (CAFED CALLAO)	67
-1	Poder Ejecutivo	DEFENSA	14272	AGENCIA DE COMPRAS DE LAS FUERZAS ARMADAS (ACFFAA)	67
7	Gobiernos regionales		13042	PROYECTO ESPECIAL PER PLAN COPESCO (COPESCO)	66
-1	Poder Ejecutivo	ENERGÍA Y MINAS	13031	EMPRESA DE GENERACIÓN ELÉCTRICA DEL SUR S.A. (EGESUR)	64
4	Organismos autónomos		22867	UNIVERSIDAD NACIONAL DANIEL ALOMÍA ROBLES (UNDAR)	63
-1	Poder Ejecutivo	PRESIDENCIA DEL CONSEJO DE MINISTROS	13103	CENTRO NACIONAL DE PLANEAMIENTO ESTRATÉGICO (CEPLAN)	61
5	Gobiernos locales		11896	MUNICIPALIDAD DISTRITAL DE ACORIA (MD-ACORIA)	60
7	Gobiernos regionales		13940	PROYECTO ESPECIAL ALTO MAYO (PEAM)	59
4	Organismos autónomos		16369	UNIVERSIDAD NACIONAL AUTONOMA DE ALTO AMAZONAS (UNAAA)	59
-1	Poder Ejecutivo	AGRICULTURA	13968	PROYECTO ESPECIAL JAÉN SAN IGNACIO BAGUA (PEJSIB)	58
-1	Poder Ejecutivo	PRODUCCIÓN	18834	PROGRAMA NACIONAL DE INNOVACIÓN EN PESCA Y ACUICULTURA (PNIPA,)	58
-1	Poder Ejecutivo	PRODUCCIÓN	13353	PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO E INNOVACIÓN (PROINNOVATE)	57
-1	Poder Ejecutivo	TRABAJO Y PROMOCIÓN DEL EMPLEO	13829	PROGRAMA NACIONAL PARA LA PROMOCIÓN DE OPORTUNIDADES LABORALES IMPULSA PERÚ (IMPULSA PERÚ)	54
-1	Poder Ejecutivo	CULTURA	14281	UNIDAD EJECUTORA 008 PROYECTOS ESPECIALES DEL PLIEGO 003 (UE 008 - PE)	53
5	Gobiernos locales		13697	EMPRESA MUNICIPAL INMOBILIARIA DE LIMA S.A. (EMILIMA S.A.)	51
-1	Poder Ejecutivo	AGRICULTURA	13958	PROYECTO ESPECIAL ALTO HUALLAGA (PEAH)	50
7	Gobiernos regionales		18721	UNIDAD DE GESTION EDUCATIVA LOCAL SANTA CRUZ (UGELSC)	49
7	Gobiernos regionales		14315	UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE SÁNCHEZ CARRIÓN (UGEL-SÁNCHEZ CARRIÓN)	48
-1	Poder Ejecutivo	JUSTICIA	25878	PROCURADURÍA GENERAL DEL ESTADO (PGE)	48
5	Gobiernos locales		12082	MUNICIPALIDAD PROVINCIAL DE PALPA (MP-PALPA)	45
7	Gobiernos regionales		13867	PROYECTO ESPECIAL REGIONAL INSTITUTO DE MANEJO DE AGUA Y MEDIO AMBIENTE (PER IMA)	44
4	Organismos autónomos		14038	ESCUELA NACIONAL SUPERIOR AUTÓNOMA DE BELLAS ARTES DEL PERÚ (ENSABAP)	44
-1	Poder Ejecutivo	AGRICULTURA	13608	PROYECTO ESPECIAL PICHIS PALCAZU (PEPP)	44
7	Gobiernos regionales		16364	PROGRAMA REGIONAL DE IRRIGACIÓN Y DESARROLLO RURAL INTEGRADO (PRIDER)	42
4	Organismos autónomos		18647	ESCUELA NACIONAL SUPERIOR DE BALLET (ENSB)	42
7	Gobiernos regionales		13643	PROYECTO ESPECIAL DE IRRIGACIÓN E HIDROENERGÉTICO  DEL ALTO PIURA (PEIHAP)	41
7	Gobiernos regionales		13990	PROYECTO ESPECIAL TAMBO CCARACOCHA (PETACC)	41
5	Gobiernos locales		11552	MUNICIPALIDAD DISTRITAL DE LA ARENA (MDLA)	40
-1	Poder Ejecutivo	AGRICULTURA	13680	PROYECTO ESPECIAL SIERRA CENTRO SUR (PESCS-MINAGRI)	38
2	Poder Judicial		10219	CORTE SUPERIOR DE LAMBAYEQUE (D.J. LAMBAYEQUE)	38
5	Gobiernos locales		11778	MUNICIPALIDAD DISTRITAL DE MASISEA (MDM)	37
7	Gobiernos regionales		14320	UNIDAD DE GESTIÓN EDUCATIVA LOCAL-BOLÍVAR (UGEL -  BOLÍVAR)	35
5	Gobiernos locales		14126	AUTORIDAD MUNICIPAL DE LOS PANTANOS DE VILLA (PROHVILLA)	34
5	Gobiernos locales		11870	MUNICIPALIDAD PROVINCIAL DE CANGALLO (MPC-CANGALLO)	34
-1	Poder Ejecutivo	AGRICULTURA	13527	PROYECTO ESPECIAL DESARROLLO INTEGRAL DE LA CUENCA DEL RÍO PUTUMAYO (PEDICP)	34
-1	Poder Ejecutivo	DEFENSA	86	INSTITUTO GEOGRÁFICO NACIONAL (IGN)	34
5	Gobiernos locales		11022	MUNICIPALIDAD DISTRITAL DE SANTA TERESA (MDST)	33
-1	Poder Ejecutivo	DESARROLLO E INCLUSIÓN SOCIAL	20858	PROGRAMA NACIONAL DE ENTREGA DE LA PENSIÓN NO CONTRIBUTIVA A LA PERSONA CON DISCAPACIDAD SEVERA (CONTIGO)	33
-1	Poder Ejecutivo	PRODUCCIÓN	17422	PROGRAMA NACIONAL A COMER PESCADO (PNACP)	31
7	Gobiernos regionales		22868	UNIDAD EJECUTORA PASCO SELVA CENTRAL (G.S.R.O. U.E.P.S.C.)	29
5	Gobiernos locales		10077	MUNICIPALIDAD DISTRITAL DE SAN BARTOLO (MDSANBARTOLO)	28
5	Gobiernos locales		12098	MUNICIPALIDAD PROVINCIAL DE BOLIVAR (MP-BOLIVAR)	27
7	Gobiernos regionales		15348	UNIDAD EJECUTORA 309 EDUCACIÓN LAURICOCHA (UGEL LAURICOCHA)	27
-1	Poder Ejecutivo	TRABAJO Y PROMOCIÓN DEL EMPLEO	18726	UE 007: FORTALECE PERÚ (FORTALECE PERÚ)	27
5	Gobiernos locales		11151	MUNICIPALIDAD DISTRITAL DE SAMANCO (MDS)	26
-1	Poder Ejecutivo	EDUCACIÓN	25876	PROYECTO ESPECIAL DE INVERSIÓN PUBLICA - ESCUELA BICENTENARIO (PEIP-EB)	26
5	Gobiernos locales		10309	MUNICIPALIDAD PROVINCIAL DE LAMAS (MPLAMAS)	25
-1	Poder Ejecutivo	MUJER Y POBLACIONES VULNERABLES	14292	SOCIEDAD DE BENEFICENCIA PUBLICA DE TACNA (SBPT)	25
-1	Poder Ejecutivo	ENERGÍA Y MINAS	13026	EMPRESA DE ADMINISTRACIÓN DE INFRAESTRUCTURA ELÉCTRICA S.A. (ADINELSA)	24
4	Organismos autónomos		14131	TRANSPORTES METROPOLITANOS DE TRUJILLO (TMT)	23
5	Gobiernos locales		10539	MUNICIPALIDAD DISTRITAL DE PAMPACOLCA	22
5	Gobiernos locales		10279	MUNICIPALIDAD DISTRITAL DE CALZADA (M.D.C)	22
7	Gobiernos regionales		18837	UNIDAD DE GESTION EDUCATIVA LOCAL DE YAROWILCA (UGELYAROWILCA)	20
5	Gobiernos locales		10940	MUNICIPALIDAD DISTRITAL DE LA PERLA (MDLP)	19
7	Gobiernos regionales		13917	ZONA ESPECIAL DE DESARROLLO - ILO (ZED ILO)	19
7	Gobiernos regionales		13750	ZONA ESPECIAL DE DESARROLLO PAITA - ZED PAITA (ZED PAITA)	19
5	Gobiernos locales		11948	MUNICIPALIDAD PROVINCIAL DE CHURCAMPA (MPCH)	17
7	Gobiernos regionales		14203	ZONA ESPECIAL DE DESARROLLO - MATARANI (ZED MATARANI)	17
5	Gobiernos locales		14083	FONDO MUNICIPAL DE INVERSIONES DEL CALLAO S.A (FINVER CALLAO S.A.)	16
4	Organismos autónomos		147	SUPERINTENDENCIA DE BANCA, SEGUROS Y ADMINISTRADORAS PRIVADAS DE FONDOS DE PENSIONES (SBS)	16
-1	Poder Ejecutivo	EDUCACIÓN	14112	UNIDAD EJECUTORA 007 MARCAHUAMACHUCO (U.E. 007)	16
7	Gobiernos regionales		14251	UNIDAD DE GESTIÓN EDUCATIVA LOCAL  DE TALARA  N°306 (UGEL TALARA)	15
2	Poder Judicial		10227	CORTE SUPERIOR DE PIURA (D.J. PIURA)	15
5	Gobiernos locales		10656	MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE LOS OLLEROS (MDSDO)	14
-1	Poder Ejecutivo	MUJER Y POBLACIONES VULNERABLES	14227	SOCIEDAD DE BENEFICENCIA DE PIURA (SBP)	14
4	Organismos autónomos		18635	UNIVERSIDAD NACIONAL INTERCULTURAL FABIOLA SALAZAR LEGUÍA DE BAGUA (UNIFSL-B)	13
7	Gobiernos regionales		18624	UNIDAD EJECUTORA PROAMAZONAS (UEP)	12
-1	Poder Ejecutivo	AGRICULTURA	18626	UNIDAD EJECUTORA FONDO SIERRA AZUL (UEFSA)	11
2	Poder Judicial		18818	CORTE SUPERIOR DE JUSTICIA DE LIMA SUR (CSJLIMASUR)	11
-1	Poder Ejecutivo	ECONOMÍA Y FINANZAS	18815	SECRETARÍA TÉCNICA DEL CONSEJO FISCAL (STCF)	9
